"snippet","data_ref","x","y","tied_data_refs"
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:66:26:27",462.268,15.289,""
"fis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:66:30:31",465.032,15.289,""
"gis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:66:36:37",467.88,15.289,""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:66:44:45",472.072,15.289,""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:66:51:52",481.021,15.289,""
"dis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:66:55:56",483.477,15.289,""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:66:61:62",485.95,15.289,""
"fis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:67:2:3",490.141,15.289,""
"fis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:67:8:9",493.77,15.289,""
"fis'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM158_TuhanAdalahGembalaku/GPM158_TuhanAdalahGembalaku_ly_data.ily:67:15:16",499.319,15.289,""
